date,value
2020-01-01,20.809263432988793
2020-01-02,18.073304900131248
2020-01-03,21.142236675599953
2020-01-04,20.01804842487273
2020-01-05,20.729734770766584
2020-01-06,21.35353875724375
2020-01-07,22.274085896737827
2020-01-08,19.932318318293248
2020-01-09,23.15511163856603
2020-01-10,23.603481569514294
2020-01-11,20.960748601694554
2020-01-12,20.562027658137076
2020-01-13,21.43320849643488
2020-01-14,20.00879550326316
2020-01-15,22.40794342204552
2020-01-16,21.485916582813235
2020-01-17,21.43591302379062
2020-01-18,21.78505178069236
2020-01-19,22.741046845179927
2020-01-20,21.738509300366267
2020-01-21,20.76588330253689
2020-01-22,20.81446485948135
2020-01-23,21.98614554202589
2020-01-24,22.737537299314365
2020-01-25,22.180310431326774
2020-01-26,20.46857910900187
2020-01-27,21.801248232606895
2020-01-28,21.75337630200811
2020-01-29,22.90140953970857
2020-01-30,22.5549026614973
2020-01-31,21.707471655909238
2020-02-01,22.341809781146072
2020-02-02,22.533667521295172
2020-02-03,23.166045219094816
2020-02-04,23.71443574625009
2020-02-05,23.026065899740598
2020-02-06,23.41143786105122
2020-02-07,22.36422495233549
2020-02-08,21.92253123992384
2020-02-09,24.11551868787359
2020-02-10,24.54877716812698
2020-02-11,22.38038996479306
2020-02-12,23.923502068177907
2020-02-13,23.131365547905514
2020-02-14,24.45366199841302
2020-02-15,24.56848097859363
2020-02-16,22.625915906044664
2020-02-17,25.993038931626874
2020-02-18,25.95034514220849
2020-02-19,21.280851443455898
2020-02-20,24.04413783526684
2020-02-21,23.19216220460305
2020-02-22,23.36929291456227
2020-02-23,24.732921409559083
2020-02-24,25.196869791716672
2020-02-25,23.426613141255835
2020-02-26,25.266170536357773
2020-02-27,23.602853705641536
2020-02-28,24.61738148902523
2020-02-29,26.124364533961533
2020-03-01,25.929160443309264
2020-03-02,26.71490809858575
2020-03-03,24.36903088765352
2020-03-04,24.80376872061764
2020-03-05,25.70866627310808
2020-03-06,25.236059742041306
2020-03-07,24.987973598701647
2020-03-08,24.8538090434764
2020-03-09,25.629249702036436
2020-03-10,25.07290129119803
2020-03-11,28.635056144179377
2020-03-12,24.950372423791627
