Date,Value
2020-07-02,2.450186453698583
2020-07-03,1.777910465706234
2020-07-04,1.7910388177497722
2020-07-05,1.9185945881538657
2020-07-06,1.8609069874238013
2020-07-07,1.827904028587417
2020-07-08,1.828672835105837
2020-07-09,1.757660260784843
2020-07-10,1.7636669491487682
2020-07-11,1.7414900877711101
2020-07-12,1.703841760592936
2020-07-13,1.572556141841713
2020-07-14,1.6124165002518183
2020-07-15,1.5947201993624747
2020-07-16,1.6087301220128376
2020-07-17,1.6697123794713562
2020-07-18,1.6621067237233502
2020-07-19,1.4282724343762911
2020-07-20,1.3751813587624984
2020-07-21,1.3469752282272376
2020-07-22,1.3314935278816868
2020-07-23,1.2495666399871332
2020-07-24,1.3073535024074516
2020-07-25,1.3284171809348964
2020-07-26,1.2766096311740576
2020-07-27,1.0711396334231846
2020-07-28,1.0898934196372343
2020-07-29,1.126831931546489
2020-07-30,1.1538769223955683
2020-07-31,1.2116637848158867
2020-08-01,1.408668862456178
2020-08-02,1.40265365982619
2020-08-03,1.3182631412005765
2020-08-04,1.3027506137098994
2020-08-05,1.307434710082223
2020-08-06,1.3847108818289584
2020-08-07,1.427209081162549
2020-08-08,1.4653195613227643
2020-08-09,1.4199203666352167
2020-08-10,1.2985202666344389
2020-08-11,1.2475897642959959
2020-08-12,1.2522738606683186
2020-08-13,1.2681689332746906
2020-08-14,1.325955795695009
2020-08-15,1.2878165765118057
2020-08-16,1.2501682493336315
2020-08-17,1.1521105938792617
2020-08-18,1.1473844217186562
2020-08-19,1.1485669842522253
2020-08-20,1.232794264043025
2020-08-21,1.2905811264633433
2020-08-22,1.2612451925330177
2020-08-23,1.239185617364356
2020-08-24,1.1268787818581885
2020-08-25,1.1191888194248474
2020-08-26,1.12387291579717
2020-08-27,1.1465701578914507
2020-08-28,1.204357020311769
2020-08-29,1.2208526139271632
2020-08-30,1.2048769989131536
2020-08-31,1.0609370388587989
2020-09-01,1.344885523139932
2020-09-02,1.3577227856857865
2020-09-03,1.3935663880511564
2020-09-04,1.4567985951762914
2020-09-05,1.4491929394282854
2020-09-06,1.4115446122501112
2020-09-07,1.3685866630058632
2020-09-08,1.378056263631863
2020-09-09,1.3597008294080855
2020-09-10,1.3737107520584484
2020-09-11,1.4169264088491147
2020-09-12,1.4093207531011087
2020-09-13,1.3716724259229345
2020-09-14,1.2819054504703438
2020-09-15,1.246645714874541
2020-09-16,1.1899487121065002
2020-09-17,1.2273010793032704
2020-09-18,1.316721066271775
2020-09-19,1.3125649847290797
2020-09-20,1.2749166575509054
2020-09-21,1.1781985740542504
2020-09-22,1.1517421237113252
2020-09-23,1.156426220083648
2020-09-24,1.2406534998744476
2020-09-25,1.2954765720220305
2020-09-26,1.2878709162740245
2020-09-27,1.2042813034088446
2020-09-28,1.0919744679026753
2020-09-29,1.1113495451054698
